"","Year","Feature","Gain_mean","Gain_sd","Cover_mean","Cover_sd","Frequency_mean","Frequency_sd","Count"
"122","post2013","BPQ090D_1",3.53196843160241e-05,7.73982113116199e-05,0.000122701188329852,0.000109566154233464,0.00569623543160326,0.00477463189420765,3
"123","post2013","bp_cat_meds_included_takingantihypertensivemedications",3.46063873217474e-08,5.33658872655929e-08,0.00698518888524124,0.00622744090708895,0.00565829012713829,0.00446714376366976,3
"124","post2013","BPXDI3",1.64696710511635e-07,3.50439166490893e-07,0.0030986893596715,0.00371964053533116,0.0054134540174745,0.00300015067642129,3
"125","post2013","LBXBAPCT",1.24260359399113e-07,2.56191256136939e-07,0.00443841488356208,0.00565466920795506,0.00535987674948303,0.00606659895957336,3
"126","post2013","WHD110",9.9514838779389e-05,0.00020184690908661,9.92558718082767e-05,5.34154349878545e-05,0.00514594204532933,0.00239641079318353,3
"127","post2013","LBDEONO",2.41092504476252e-06,4.15499656213359e-06,0.00909685364628494,0.0157127796727141,0.00487276017096515,0.00458766365526323,2
"128","post2013","LBXMCVSI",3.76980141299554e-05,8.27131504142328e-05,0.000195354086280416,0.000246520176985017,0.00479804874527143,0.00467402204569032,3
"129","post2013","LBDHDD",6.35095750991285e-05,0.000126575601938034,0.00171206942711649,0.0011333546172174,0.00420067528713336,0.00269061546785015,3
"130","post2013","bp_cat_meds_included_SBPof130to140orDBP80to90mmHg",1.13000930397839e-06,1.5610705328665e-06,0.00242177260707911,0.00308934319647861,0.00415051930115107,0.00272471305427631,3
"131","post2013","LBXRDW",6.97726661098237e-07,7.44755853481201e-07,0.000917559995950179,0.00195961908958599,0.00408243413273691,0.00316394472550666,3
"132","post2013","DPQ080_1",3.42792383283004e-07,5.89977240933286e-07,0.000323877432409808,0.000420702091272211,0.00387852828954817,0.0046668961974646,2
"133","post2013","bp_cat_meds_excluded_SBPof130to140orDBP80to90mmHg",5.51191980741199e-09,8.15361972627559e-09,0.00302454639825512,0.000714462755200593,0.00382600387559583,0.0015388234586188,3
"134","post2013","BPXDI1",9.1946446006902e-09,8.45227941038349e-09,0.00243690609798588,0.00186585715350703,0.00382507656736093,0.00209958926007113,3
"135","post2013","URXUMA",2.46524070555168e-05,6.2973350635977e-05,0.00149016267196079,0.00372688892582233,0.0037765723942997,0.00217803322138004,3
"136","post2013","BPAEN2_1",3.00016198578212e-05,5.92479243900142e-05,0.000219477101437653,0.000238389400343107,0.0036662998317719,0.00314506260719525,3
"137","post2013","BPXSY1",3.53468638566441e-06,8.64981159675837e-06,0.00614275639742797,0.00421994405910073,0.0032405672615813,0.00175857195779178,3
"138","post2013","LBXMOPCT",3.29290736332359e-07,3.55408712935692e-07,0.000768354539457772,0.0018456582210418,0.00316732425437964,0.00451223492116865,3
"139","post2013","LBDTCSI",6.60164549462204e-07,1.30133476043806e-06,0.000383525152877467,0.000575120286129747,0.00293364655863331,0.00139782562146375,3
"140","post2013","ALQ130",1.27425995386888e-07,1.34344283293063e-07,2.83037049388156e-05,2.44719037474505e-05,0.00280396281548906,0.00241642791305876,2
"141","post2013","LBXWBCSI",2.13181930255331e-05,4.70076675156391e-05,0.000113218823877154,0.000174251453711446,0.00279701501337999,0.00224690802328208,3
"142","post2013","HSQ590_9",5.20909263667591e-09,6.96585222011095e-09,0.00165182926710929,0.000746523605149376,0.00269496310877843,0.000865904680477335,3
"143","post2013","MCQ080_1",5.88815975442699e-06,8.11066930983335e-06,4.95114381118676e-05,5.87073962535365e-05,0.00262731594542672,0.00238016227101558,3
"144","post2013","BMXBMI",1.0320665088157e-07,2.04785380437416e-07,0.000425788005088192,0.000590450671411956,0.00259836927493315,0.00191826083535702,3
"145","post2013","BMXWAIST",1.75244782899156e-08,1.44521001675972e-08,1.89441784912617e-05,1.70948132787624e-05,0.00246948041578808,0.00215694912437627,3
"146","post2013","MCQ160A_1",6.08275472224996e-05,9.7070747475626e-05,0.000166949153813325,0.000176827026808233,0.00245370903755149,0.00197670485780687,2
"147","post2013","cc_cvd_hf_No",1.81481162160345e-09,1.12742750072534e-09,0.00059263495723766,0.000698751294086169,0.00205337327006009,0.00110236238780458,3
"148","post2013","WHD020",1.85692990110518e-06,2.05052631847472e-06,2.27916856324576e-05,9.35645851542909e-06,0.00184074857423424,0.00105423726960528,3
"149","post2013","bp_med_n_pills_One",0.00016809026649511,0.000184231960505706,2.78337874279587e-05,2.4010443292801e-05,0.00176524697990948,0.00116101264828015,2
"150","post2013","bp_med_n_class_None",8.23897397067753e-09,6.60442297836901e-09,0.00174361764156017,0.00137275783082344,0.00147767367854374,0.00096024496651032,2
"151","post2013","bp_med_n_class_Two",4.01141143209858e-09,4.98394497566168e-09,0.000291003960912645,0.000385978998461871,0.00129858981262535,0.000501059753328327,2
"152","post2013","LBDLYMNO",1.23665170490613e-07,1.72301317238536e-07,4.0778504687192e-05,3.1812712057664e-05,0.00124434430383439,0.000424345019098318,3
"153","post2013","cc_bmi_30to35",3.73930258349578e-07,4.85004154906707e-07,1.53926334154089e-05,4.08833138754908e-06,0.00110908620679285,0.000233061183841401,2
"154","post2013","demo_race_NonplusHispanicAsian",3.2099836477357e-09,4.32564128150221e-09,0.00181409971829026,0.0025010439161593,0.00106797715791786,0.000291198158296678,2
"155","overall","demo_age_years",0.000531560804307979,0.000293683743247127,0.0247665736772595,0.0178968561761269,0.110993098841166,0.026824550654525,3
"156","overall","bp_sys_mean",0.000187633709394072,0.000111421039575726,0.14036043225512,0.0442243900397023,0.0934354363380471,0.0209250670199372,3
"157","overall","DSDCOUNT_x",5.97926257147331e-05,7.37062466695423e-05,0.0526515542593942,0.0426464693053044,0.0517858370451195,0.0344337902779325,3
"158","overall","demo_age_cat_65to74",0.00171543144266479,0.000671554212328618,0.0202423705819896,0.0115338208721949,0.042716770601526,0.0127153771819594,3
"159","overall","bp_med_recommended_accaha_No",0.00493697215936447,0.00113704502255917,0.0267276811763307,0.0165996606281204,0.0394265658973989,0.0151620984909931,3
"160","overall","bp_cat_meds_excluded_SBPof120to130andDBP80mmHg",0.480409732869902,0.00590065877899992,0.110863054201606,0.017628853709894,0.0363302606503862,0.011921963110068,3
"161","overall","bp_dia_mean",8.44888798650928e-05,0.000193944076497953,0.0134148384688858,0.00652672509383462,0.0361922134445637,0.00795305259054119,3
"162","overall","URXUMA",5.0695364182634e-05,5.04511814526193e-05,0.0466492010681312,0.0324118078303165,0.0332686445918179,0.0203224122955691,3
"163","overall","HOD050",4.67841190377165e-05,6.88744620246587e-05,0.0452307930308722,0.0341778219028011,0.0321522741076837,0.0192654453524343,3
"164","overall","BPXSY2",1.71246304358915e-05,2.30187151451029e-05,0.0549728107121823,0.0296815056367858,0.0313176260151194,0.0125769412254849,3
"165","overall","bp_cat_meds_excluded_SBP120andDBP80mmHg",0.510599664623843,0.00548234909465648,0.111148164072753,0.0187500911758832,0.0309887684750271,0.010593533303323,3
"166","overall","URXUCR",3.24608079717529e-05,3.03008323245267e-05,0.0303132657652277,0.0285767657469308,0.029902890264332,0.0184397033439771,3
"167","overall","LBXMPSI",6.49015374008758e-05,5.53201821950929e-05,0.0333647196226207,0.0347952658095376,0.0221909014241543,0.0167725235797195,3
"168","overall","DR1EXMER",0.000166651739310385,0.000277620343255864,0.00589646363162142,0.00757708211960362,0.0199990847522347,0.0115493134859595,3
"169","overall","bp_med_angioten_No",4.05065357985919e-06,4.33169188205981e-06,0.00672167428713204,0.00382972520807815,0.0188327304189063,0.0099466170832157,3
"170","overall","LBXPLTSI",1.86171124279635e-05,2.98546907976197e-05,0.0103637401493437,0.00710184310944401,0.0180960417568467,0.0116210201927269,3
"171","overall","BPAEN2_1",4.57188169900362e-06,5.39296570464992e-06,0.0159651618556955,0.016819054934143,0.0165047060241877,0.0106606874709217,3
"172","overall","LBXWBCSI",7.14765521276825e-06,1.07440209533859e-05,0.0222818988467968,0.0271259301622039,0.0160743312364176,0.0139282723872197,3
"173","overall","demo_race_Other",8.81056271614651e-05,0.000104296180759746,0.0186795753750934,0.0162289885042333,0.0160007458855713,0.00798150852615834,2
"174","overall","DS1DSCNT",5.54291647471136e-05,9.7661546687649e-05,0.0134234393490614,0.00932637910093898,0.0158326756760306,0.00845573934948355,3
"175","overall","DSDANCNT",6.64062448431866e-06,8.12331548904529e-06,0.0133866880768735,0.0309635803502951,0.0147773539548007,0.0266655230777323,3
"176","overall","BPXSY3",7.6976060410885e-05,0.00017691556945712,0.0138651321115627,0.0113458470377237,0.0145294949825387,0.00993569290177865,3
"177","overall","BPXML1",1.56798406855432e-05,1.86475644102284e-05,0.0126116531972049,0.00633895922125848,0.0143052346504592,0.00719558915650399,3
"178","overall","LBXMC",1.54870399649312e-06,1.99083036537024e-06,0.0173108055070488,0.0210988453724611,0.0134571242391403,0.0139460925272644,3
"179","overall","BPXSY1",3.93530251512653e-06,4.65896980392649e-06,0.0189478035335205,0.00947666955251255,0.0123440551745189,0.00458222272047479,3
"180","overall","BMXHT",1.35981333231605e-05,2.33261978950227e-05,0.00560959710422417,0.00806790515696222,0.0113660682069879,0.00583150341965147,3
"181","overall","BMXLEG",9.79152354153758e-05,8.53806195050822e-05,0.00161741012168685,0.0016735374019726,0.0112717942023757,0.00582869455189043,3
"182","overall","BPXDI2",1.5284243644609e-05,2.23788975408399e-05,0.00340144592304928,0.00166408169686246,0.00975864257160968,0.00520062410243556,3
"183","overall","BMXWT",6.09931767405783e-05,7.72797657151858e-05,0.00121779370726795,0.00142187664915059,0.00966458948639231,0.00656210107700326,3
"184","overall","LBXRDW",6.74262355506912e-06,8.86312433516349e-06,0.00293363793657776,0.00252074479870144,0.00904238614009098,0.00576696059407206,3
"185","overall","BMXARML",3.06239801903692e-05,5.47141422980089e-05,0.00330249172227695,0.00558231394493974,0.00877912945321717,0.00606247114396186,3
"186","overall","WHD140",0.000126728084366334,6.82609287906026e-05,0.000198127259835764,0.000228227546976917,0.00813690650386318,0.00576233037775775,2
"187","overall","BPXPLS",7.43660423073646e-07,1.27073595021274e-06,0.0112775829753904,0.0195206018762015,0.00787238111396965,0.00862216950637834,3
"188","overall","bp_cat_meds_excluded_SBPof130to140orDBP80to90mmHg",4.35565580902566e-07,8.54779647235616e-07,0.00693463248095012,0.00269688423454918,0.00760036080781922,0.00352882170139938,3
"189","overall","LBXEOPCT",4.40948018469577e-06,7.46539174971481e-06,0.00552442155657794,0.00502002984718443,0.00744592149462034,0.00521487640280885,3
"190","overall","BPXDI3",1.58772439056881e-05,3.30920802022777e-05,0.00438319393309187,0.00579406834582095,0.00743321931315008,0.00776197429048885,3
"191","overall","LBDHDD",2.68625842437089e-06,4.96828470119874e-06,0.00538407146137714,0.00422722901716132,0.00726079965593782,0.00438332616430857,3
"192","overall","DR1DAY",0.000120754462316382,0.000207210504510025,0.000476858634239426,0.00105199977154942,0.00673029899329769,0.00590701517819952,3
"193","overall","LBXLYPCT",2.97008299489087e-05,7.85055294917228e-05,0.00311384050563209,0.00562526096625846,0.00643562197393958,0.00639032257752026,3
"194","overall","WHD120",1.58734769431365e-05,2.78446140706016e-05,0.00231028029843924,0.00262471630000347,0.00580057972330097,0.00480337151614453,3
"195","overall","bp_med_aldo_No",9.7451693574829e-05,0.000291267698119375,0.0066490495601666,0.0126118569052027,0.00571158672199524,0.00825786172066669,2
"196","overall","BMXBMI",1.2226420097929e-06,3.02425960383433e-06,0.00325160731083464,0.00530816935548649,0.0052591919113805,0.00234292114327374,3
"197","overall","BPXDI1",7.12767313053079e-06,2.11044944113067e-05,0.00157036375015181,0.00146120083769068,0.00519978515546166,0.00352356590567995,3
"198","overall","LBDEONO",4.01027142304699e-07,5.2134534158381e-07,0.00645776128419295,0.00700622043542796,0.00511274293789334,0.00533001846198385,2
"199","overall","LBDTCSI",3.3150780997576e-07,5.01908558579031e-07,0.00243447099871667,0.00258568241558548,0.00502097401996272,0.00383211896063178,3
"200","overall","LBXRBCSI",1.21919374199211e-06,2.35978647327286e-06,0.00109902805505033,0.00124130413382742,0.00473870477636865,0.0038913494353329,3
"201","overall","BMXWAIST",2.03395843366615e-05,4.47372040931012e-05,0.000959558056149518,0.00201048073877316,0.00429241711704748,0.00385459308770282,3
"202","overall","LBXHCT",4.19327382036326e-06,1.2267486108165e-05,0.00329638815952378,0.00398754939522236,0.00412102139538488,0.00234167573785698,3
"203","overall","bp_cat_meds_included_takingantihypertensivemedications",4.37449753666914e-06,7.03110910367371e-06,0.00455293485909263,0.00394458092171078,0.00405031311545841,0.00249772195485572,3
"204","overall","LBDMONO",2.09250907336112e-06,3.46441427743663e-06,0.00202047142932677,0.00294757575691238,0.00400712928665345,0.00483760192321452,3
"205","overall","LBXBAPCT",1.7768202098305e-07,2.54638035330534e-07,0.00656765091940216,0.0137478514899833,0.00391753217582563,0.005433096123784,3
"206","overall","MCQ160A_1",2.15470866775807e-07,2.23675395441047e-07,0.00493163046836953,0.00254997487689465,0.00391636707692874,0.004033436972846,2
"207","overall","LBXGH",1.49956215514027e-07,3.09609917248767e-07,0.00388724713492246,0.00599004047841605,0.00381560924287298,0.0030775560821695,3
"208","overall","LBDLYMNO",8.34402487911139e-08,9.81122032853526e-08,0.000180636850803122,0.000408288172758764,0.00378593726597652,0.00548263513703078,3
"209","overall","OSQ010B_9",6.91835833281896e-09,6.1240695001401e-09,0.00727871836466751,0.00616650589713653,0.00365631833881747,0.00266778212935144,2
"210","overall","WHD010",1.94503741695556e-06,3.84514892571939e-06,0.00374542137559349,0.00327240557846063,0.00347074551741624,0.00210107698417876,2
"211","overall","WHD110",7.41070917977431e-06,1.4898147484326e-05,0.0024771200259718,0.00304088900022938,0.00342603094399718,0.00253191488212213,3
"212","overall","DPQ080_1",2.13999104575828e-06,2.30687953664181e-06,0.000527817288239298,0.00059398706127655,0.00340775532194464,0.00473919769596174,2
"213","overall","BMXARMC",1.41617644345958e-06,2.92636864943274e-06,0.00100357277654969,0.00168457366997332,0.00338704835209413,0.00230181429851912,3
"214","overall","LBXMOPCT",2.46617667043125e-07,4.72645695833352e-07,0.000323418302487664,0.000591801472472101,0.00297666370482679,0.00156429203399834,3
"215","overall","demo_gender_Men",3.74527529977117e-05,7.32704835008436e-05,0.00269345428757434,0.00260685061851899,0.00293250339184487,0.0018390665281885,2
"216","overall","bp_cat_meds_included_SBPof130to140orDBP80to90mmHg",3.62434192658416e-07,6.5174694345871e-07,0.00182351169956094,0.00204365464146888,0.00277993003279827,0.00172848424787311,3
"217","overall","WHD020",2.39831041894514e-05,3.49840380774042e-05,0.000651113242875343,0.000845274017877167,0.00262233509369072,0.0021966906189475,3
"218","overall","LBXNEPCT",6.7727541081377e-06,1.81202745088744e-05,0.000174586607136734,0.00018448240125046,0.00243711001541722,0.00139440526256835,3
"219","overall","LBXMCHSI",1.3014876900921e-07,1.58351319110275e-07,0.000670174703911629,0.00142163682297148,0.00243316246224048,0.0029571709091156,3
"220","overall","DIQ010_3",1.47053541530681e-06,2.38047429831297e-06,0.000181034432472457,0.00023828773774596,0.00228851940838569,0.00105757720886476,3
"221","overall","WHD050",2.10925725602844e-06,2.19241774122104e-06,0.000404675117763161,0.000510930459740173,0.00223402385849564,0.00131740671065573,2
"222","overall","LBXMCVSI",2.14675269064464e-06,5.55684413625988e-06,0.000338150571756719,0.000556991779202919,0.00222839778781853,0.00200365293533551,3
"223","overall","WHD130",4.52224041503588e-05,0.000100827230607928,0.000102787050141822,0.000117106377422175,0.00210702452926492,0.00179158786181429,2
"224","overall","OSQ060_1",4.39741095810602e-05,0.000106522872851106,0.00123266158229519,0.00269165053239731,0.00195850708334309,0.00204231957034586,2
"225","overall","bp_med_recommended_jnc7_No",4.65269090037387e-07,5.24753790728534e-07,0.000262615847264452,0.000208094144909811,0.00186836206208598,0.00078282854870997,2
"226","overall","LBXHGB",1.12600941131005e-07,1.86209490391131e-07,0.00131682224808901,0.00246549375536828,0.00165622636195579,0.00105526864514623,3
"227","overall","bp_med_n_class_Two",1.75346910468546e-05,2.46777405977019e-05,0.000157775624100107,0.000164997078979857,0.00164953896328733,0.000933281756648107,2
"228","overall","BPQ070_4",8.64928839256977e-07,1.5829015863199e-06,0.00162176099276369,0.00126900676219424,0.00164097358571856,0.00108767522172939,2
"229","overall","LBDNENO",4.19382564363077e-08,7.54070306513007e-08,0.000674109640415341,0.00169365137776758,0.00162475674948765,0.000698869836434371,3
"230","overall","INDFMMPC_7",8.75366912791156e-10,3.81258135132813e-10,7.33463159632864e-05,9.61135396776287e-05,0.00149460137357815,0.00127934124826979,2
"231","overall","DS1ANCNT",3.25768088193235e-08,3.54244342361074e-08,5.49289108122245e-05,0.000110043656577248,0.00117572699823508,0.000674022987209504,2
"232","overall","BPQ090D_1",5.52538578289246e-07,7.89687248697571e-07,9.44077971550668e-05,0.000149292165081353,0.00110552677417859,0.00108642812256379,3
"233","overall","BPQ040A_1",3.11207419466042e-09,4.23910295603957e-09,0.000454388098050577,0.000424055629674918,0.00105147223856381,0.000389724989296796,2
"234","overall","bp_med_n_class_None",2.06847658977058e-08,2.88409055838769e-08,0.000842138531477122,0.000757583893133943,0.00104512487837183,0.000811576637700102,2
"235","overall","MCQ080_1",6.73435495158688e-07,1.16234846666325e-06,0.000447160181057842,0.000750050495249379,0.000999576688463727,0.000848921497094686,3
"236","overall","HSQ590_9",3.53353700035435e-08,2.4292975873585e-09,0.000306149163894345,0.000406541576258366,0.000985954713323983,0.000694591219020608,3
"237","overall","cc_cvd_hf_No",1.54073691263678e-08,1.71216017115441e-08,0.000168600890559533,0.000153191602903496,0.00088474067191183,0.000390091801425246,3
"238","overall","cc_diabetes_No",4.66166427911826e-06,6.59147390696979e-06,3.95499147359534e-06,1.71428973350953e-06,0.000774407191484941,0.000431227123714119,2
"239","overall","HUQ030_2",4.84817859828113e-08,6.66582539643815e-08,0.000136638172842486,8.84154296076535e-05,0.00071547321633703,0.000345378786391659,2
"240","overall","ALQ130",4.89826282330977e-08,4.16678432664459e-08,1.05996880520989e-05,1.33834117546802e-05,0.000697520531634934,0.000319989856204947,2
"241","overall","cc_bmi_30to35",1.55629359121185e-08,3.0265126758624e-08,6.10066053067264e-05,0.000115569942925806,0.00067562628797722,0.000185234154990617,2
"242","overall","bp_med_n_pills_One",1.1178325192735e-08,1.76975968766597e-08,0.00116206635509946,0.00103150246183272,0.000485552137253009,1.396900240326e-05,2
